"code","buy","overweight","hold","underweight","sell","high","median","low","avearge","current","sys_load_time"
"WTC","2","0","4","1","3","$31.80","$26.00","$22.20","$26.67","$28.23","2020-08-24 16:48:06.331689+10"
"XRO","2","1","2","1","3","$112.44","$85.19","$59.54","$88.31","$98.49","2020-08-24 16:48:06.539675+10"
"SXL","","","","","","","","","","","2020-08-24 16:48:11.451432+10"
"UMG","","","","","","","","","","","2020-08-24 16:48:21.395458+10"
"TNE","","","","","","","","","","","2020-08-24 16:48:23.705022+10"
"VEA","","","","","","","","","","","2020-08-24 16:48:26.446336+10"
"WPP","","","","","","","","","","","2020-08-24 16:48:27.364812+10"
"Z1P","","","","","","","","","","","2020-08-24 16:48:27.801647+10"
"AWC","8","0","2","0","1","$1.52","$1.37","$0.93","$1.33","$1.59","2020-08-24 17:10:05.619031+10"
"ALQ","0","0","0","0","0"," "," "," "," ","$9.14","2020-08-24 17:10:05.625123+10"
"ABC","2","1","5","2","5","$3.20","$2.20","$1.85","$2.29","$2.40","2020-08-24 17:10:05.897278+10"
"ANN","2","0","3","0","2","$122.02","$89.13","$82.13","$99.28","$40.30","2020-08-24 17:10:05.919576+10"
"APX","6","1","3","0","0","$42.56","$36.38","$30.00","$36.14","$41.90","2020-08-24 17:10:06.151301+10"
"APT","5","0","6","0","1","$101.00","$70.97","$27.00","$69.71","$82.73","2020-08-24 17:10:06.901209+10"
"AZJ","9","0","3","0","0","$5.77","$5.49","$4.91","$5.39","$4.52","2020-08-24 17:10:07.226773+10"
"ALL","12","0","1","0","0","$36.60","$29.80","$28.00","$30.43","$28.59","2020-08-24 17:10:07.327575+10"
"AIA","2","0","6","0","1","$7.07","$6.82","$5.80","$6.65","$6.07","2020-08-24 17:10:07.461103+10"
"BKL","0","0","0","0","0"," "," "," "," ","$75.86","2020-08-24 17:10:08.034662+10"
"BOQ","1","0","8","2","2","$10.17","$8.17","$5.99","$8.16","$5.88","2020-08-24 17:10:08.215412+10"
"BLD","2","0","6","0","2","$5.00","$4.05","$3.25","$3.96","$3.68","2020-08-24 17:10:08.547908+10"
"BXB","7","0","5","0","0","$10.30","$8.77","$7.08","$8.74","$11.09","2020-08-24 17:10:08.703875+10"
"BWX","4","1","2","0","0","$5.20","$4.73","$3.93","$4.64","$4.50","2020-08-24 17:10:08.927394+10"
"BKW","3","2","0","0","0","$19.00","$17.88","$17.80","$18.10","$17.77","2020-08-24 17:10:08.965955+10"
"CCL","5","0","7","1","0","$11.25","$9.80","$7.60","$9.80","$9.46","2020-08-24 17:10:09.786455+10"
"COH","4","1","4","0","7","$236.00","$198.00","$152.25","$197.67","$204.88","2020-08-24 17:10:09.855636+10"
"CNU","1","0","3","0","1","$7.70","$7.18","$6.75","$7.25","$7.46","2020-08-24 17:10:09.936163+10"
"CIM","3","0","2","1","0","$34.00","$23.20","$21.70","$26.78","$22.41","2020-08-24 17:10:10.013433+10"
"COL","7","0","5","1","1","$21.50","$19.80","$16.16","$19.51","$18.83","2020-08-24 17:10:10.351554+10"
"CDA","3","0","2","1","0","$11.48","$10.85","$10.25","$10.86","$10.45","2020-08-24 17:10:10.400404+10"
"CPU","5","1","2","1","2","$11.30","$10.02","$7.71","$9.81","$13.59","2020-08-24 17:10:10.881405+10"
"COE","7","0","3","0","0","$0.65","$0.50","$0.40","$0.52","$0.36","2020-08-24 17:10:10.958017+10"
"CBA","1","0","7","1","6","$78.00","$68.63","$52.60","$67.73","$68.95","2020-08-24 17:10:11.336762+10"
"CTD","6","0","4","0","1","$18.00","$15.00","$8.00","$14.54","$14.37","2020-08-24 17:10:11.508836+10"
"CMW","0","0","2","0","1","$1.12","$1.08","$0.60","$0.93","$0.87","2020-08-24 17:10:11.547138+10"
"IAG","5","1","5","0","1","$6.65","$5.60","$4.50","$5.75","$5.01","2020-08-24 17:10:11.784145+10"
"CGC","4","1","2","0","0","$3.80","$3.35","$2.87","$3.38","$3.03","2020-08-24 17:10:11.80078+10"
"IFL","2","0","5","0","1","$5.50","$4.70","$4.20","$4.76","$4.41","2020-08-24 17:10:12.418751+10"
"CWN","7","2","3","0","0","$12.33","$11.00","$8.60","$10.69","$9.51","2020-08-24 17:10:12.422194+10"
"AYS","","","","","","","","","","","2020-08-24 17:10:33.761302+10"
"AMA","","","","","","","","","","","2020-08-24 17:10:38.087994+10"
"GXY","1","0","6","0","2","$0.96","$0.66","$0.28","$0.68","$1.14","2020-08-25 17:10:14.994905+10"
"AWC","8","0","2","0","1","$1.51","$1.37","$0.93","$1.33","$1.65","2020-08-25 16:40:24.500292+10"
"ABP","","","","","","","","","","","2020-08-25 16:41:32.515499+10"
"AX1","","","","","","","","","","","2020-08-25 16:41:36.352868+10"
"AMA","","","","","","","","","","","2020-08-25 16:41:45.853196+10"
"AYS","","","","","","","","","","","2020-08-25 16:41:47.664885+10"
"ALL","12","0","1","0","0","$36.60","$29.80","$28.00","$30.43","$29.00","2020-08-25 16:41:50.96185+10"
"APX","6","1","3","0","0","$42.56","$36.38","$30.00","$36.14","$42.77","2020-08-25 16:41:51.946158+10"
"ALX","2","0","5","0","0","$7.20","$6.88","$6.35","$6.84","$6.41","2020-08-25 16:41:57.267453+10"
"AMI","2","1","0","0","0","$0.75","$0.70","$0.60","$0.68","$0.55","2020-08-25 16:42:00.390074+10"
"AZJ","9","0","3","0","0","$5.77","$5.49","$4.91","$5.39","$4.46","2020-08-25 16:42:00.401911+10"
"APE","","","","","","","","","","","2020-08-25 16:42:02.423988+10"
"ASB","5","0","0","0","1","$31.20","$28.42","$21.52","$27.55","$3.33","2020-08-25 16:42:09.355624+10"
"ADI","","","","","","","","","","","2020-08-25 16:42:15.706962+10"
"AAC","1","0","0","0","0","$1.40","$1.40","$1.40","$1.40","$1.04","2020-08-25 16:42:18.919092+10"
"ALG","","","","","","","","","","","2020-08-25 16:42:27.623259+10"
"ARF","","","","","","","","","","","2020-08-25 16:42:35.012576+10"
"BOQ","1","0","8","2","2","$10.17","$8.17","$5.99","$8.16","$6.20","2020-08-25 16:42:45.428936+10"
"ANZ","8","2","4","0","1","$26.20","$20.41","$11.90","$20.64","$18.80","2020-08-25 16:42:47.898409+10"
"AUB","","","","","","","","","","","2020-08-25 16:42:51.445394+10"
"BGA","2","0","4","0","0","$5.90","$5.00","$4.17","$5.12","$4.78","2020-08-25 16:42:53.127989+10"
"BHP","7","0","6","1","0","$67.42","$57.89","$44.14","$56.98","$38.31","2020-08-25 16:42:57.89576+10"
"BGL","4","0","0","0","0","$1.55","$1.36","$1.30","$1.39","$1.01","2020-08-25 16:43:00.171437+10"
"API","","","","","","","","","","","2020-08-25 16:43:05.148472+10"
"BBN","","","","","","","","","","","2020-08-25 16:43:14.697844+10"
"BSL","6","1","4","0","0","$17.80","$13.55","$11.50","$13.91","$12.94","2020-08-25 16:43:16.598439+10"
"BRG","4","0","5","2","1","$30.35","$26.40","$16.90","$26.00","$28.11","2020-08-25 16:43:18.697111+10"
"AVN","","","","","","","","","","","2020-08-25 16:43:19.478623+10"
"BAP","","","","","","","","","","","2020-08-25 16:43:28.270354+10"
"BXB","7","0","5","0","0","$10.30","$8.77","$7.08","$8.74","$11.18","2020-08-25 16:43:30.175494+10"
"CVN","2","0","1","0","0","$0.40","$0.35","$0.30","$0.35","$0.20","2020-08-25 16:43:36.430483+10"
"BWX","6","1","1","0","0","$5.20","$5.03","$4.32","$4.86","$4.64","2020-08-25 16:43:42.623998+10"
"BIN","","","","","","","","","","","2020-08-25 16:44:03.321151+10"
"CGF","3","1","8","0","1","$6.50","$4.38","$3.70","$4.48","$3.93","2020-08-25 16:44:05.596462+10"
"BWP","","","","","","","","","","","2020-08-25 16:44:09.98058+10"
"CIA","4","0","0","0","0","$4.20","$3.55","$3.00","$3.58","$3.16","2020-08-25 16:44:10.780143+10"
"BVS","","","","","","","","","","","2020-08-25 16:44:11.117642+10"
"BUB","","","","","","","","","","","2020-08-25 16:44:11.797017+10"
"CWP","","","","","","","","","","","2020-08-25 16:44:16.491814+10"
"CNI","","","","","","","","","","","2020-08-25 16:44:17.99159+10"
"CHC","5","0","2","1","1","$14.78","$13.28","$7.07","$12.48","$12.64","2020-08-25 16:44:18.819136+10"
"CIP","","","","","","","","","","","2020-08-25 16:44:19.72954+10"
"COF","","","","","","","","","","","2020-08-25 16:44:21.73753+10"
"CNU","2","0","2","1","1","$9.20","$7.60","$6.75","$7.78","$7.71","2020-08-25 16:44:30.579619+10"
"CCL","5","0","7","1","0","$11.25","$9.80","$7.60","$9.80","$9.35","2020-08-25 16:45:10.723732+10"
"CLW","","","","","","","","","","","2020-08-25 16:45:34.737906+10"
"CQR","","","","","","","","","","","2020-08-25 16:45:48.507974+10"
"CWY","3","1","5","0","0","$2.60","$2.39","$1.88","$2.32","$2.24","2020-08-25 16:45:53.910369+10"
"CBA","1","0","7","1","6","$78.00","$68.63","$52.60","$67.73","$70.45","2020-08-25 16:45:58.164365+10"
"CTD","6","0","4","0","1","$18.00","$15.00","$8.00","$14.54","$15.23","2020-08-25 16:45:59.735025+10"
"CGC","4","1","2","0","0","$3.80","$3.35","$2.87","$3.38","$2.96","2020-08-25 16:46:10.844382+10"
"CIM","3","0","2","1","0","","","","","","2020-08-25 16:46:12.721553+10"
"CSR","4","0","4","1","2","$4.77","$3.93","$3.10","$3.91","$3.68","2020-08-25 16:46:14.529964+10"
"CWN","7","2","3","0","0","$12.33","$11.00","$8.60","$10.69","$9.56","2020-08-25 16:46:14.911249+10"
"CMW","0","0","2","0","1","$1.12","$1.08","$0.60","$0.93","$0.90","2020-08-25 16:46:14.960455+10"
"CSL","7","1","7","0","0","$248.46","$226.80","$191.69","$224.34","$289.90","2020-08-25 16:46:16.046516+10"
"DXS","0","0","0","0","0"," "," "," "," ","$8.57","2020-08-25 16:46:16.449407+10"
"DCN","2","0","2","0","1","$0.50","$0.40","$0.22","$0.37","$0.34","2020-08-25 16:46:16.598933+10"
"DOW","5","1","3","0","0","$7.40","$4.70","$4.50","$5.12","$4.34","2020-08-25 16:46:26.263256+10"
"EHL","5","0","2","0","0","$2.15","$1.26","$1.00","$1.39","$0.92","2020-08-25 16:46:30.643071+10"
"CKF","","","","","","","","","","","2020-08-25 16:46:45.726247+10"
"CCP","","","","","","","","","","","2020-08-25 16:47:04.064375+10"
"EVN","2","0","5","1","6","$7.00","$5.40","$4.08","$5.43","$5.58","2020-08-25 16:47:07.352106+10"
"FMG","2","0","13","0","3","$13.56","$10.76","$8.82","$11.12","$18.50","2020-08-25 16:47:19.220077+10"
"DTL","","","","","","","","","","","2020-08-25 16:47:25.616831+10"
"GMG","3","0","4","2","1","$20.37","$18.50","$11.93","$18.06","$18.02","2020-08-25 16:47:27.100606+10"
"DHG","","","","","","","","","","","2020-08-25 16:47:29.40279+10"
"GOZ","1","0","3","0","0","$3.41","$3.40","$3.12","$3.31","$3.39","2020-08-25 16:47:31.976251+10"
"GPT","8","1","0","1","1","$5.32","$4.41","$3.99","$4.48","$3.81","2020-08-25 16:47:34.581416+10"
"GWA","2","0","6","1","1","$2.90","$2.60","$2.20","$2.59","$2.57","2020-08-25 16:47:39.813276+10"
"GUD","1","0","8","0","0","$14.20","$11.60","$10.60","$11.94","$11.70","2020-08-25 16:47:40.66281+10"
"HLS","4","0","5","0","0","$3.70","$3.50","$3.20","$3.48","$3.33","2020-08-25 16:47:41.980277+10"
"EHE","","","","","","","","","","","2020-08-25 16:47:44.542705+10"
"FXL","","","","","","","","","","","2020-08-25 16:47:52.838282+10"
"GDI","","","","","","","","","","","2020-08-25 16:47:54.203094+10"
"GEM","","","","","","","","","","","2020-08-25 16:47:54.207999+10"
"HVN","6","1","4","0","0","$4.80","$4.28","$3.90","$4.31","$4.35","2020-08-25 16:47:54.491842+10"
"IAG","5","1","5","0","1","$6.65","$5.60","$4.50","$5.75","$5.06","2020-08-25 16:47:54.768728+10"
"IEL","6","0","2","0","1","$24.00","$19.75","$12.59","$19.32","$19.29","2020-08-25 16:47:56.220743+10"
"IFL","2","0","5","0","1","$5.50","$4.70","$4.20","$4.76","$4.62","2020-08-25 16:47:56.284818+10"
"IFN","1","0","1","0","0","$0.92","$0.90","$0.88","$0.90","$0.92","2020-08-25 16:47:57.76905+10"
"GMA","","","","","","","","","","","2020-08-25 16:47:58.246625+10"
"IGO","7","1","5","1","2","$6.00","$5.30","$3.50","$5.12","$4.61","2020-08-25 16:47:59.654356+10"
"ILU","5","0","4","0","0","$11.00","$10.00","$9.10","$10.09","$10.09","2020-08-25 16:48:01.123122+10"
"IMD","3","1","4","0","0","$1.97","$1.57","$1.38","$1.57","$1.23","2020-08-25 16:48:03.065999+10"
"INA","1","0","1","0","0","$5.40","$5.19","$4.97","$5.19","$4.67","2020-08-25 16:48:04.502392+10"
"HPI","","","","","","","","","","","2020-08-25 16:48:05.595651+10"
"HT1","","","","","","","","","","","2020-08-25 16:48:06.886576+10"
"INR","1","0","0","0","0","$0.50","$0.50","$0.50","$0.50","$0.11","2020-08-25 16:48:07.02581+10"
"IPL","6","0","3","1","0","$2.32","$1.74","$1.43","$1.79","$2.17","2020-08-25 16:48:08.591305+10"
"HSN","","","","","","","","","","","2020-08-25 16:48:09.590668+10"
"IRE","0","0","0","0","0"," "," "," "," ","$10.89","2020-08-25 16:48:10.021678+10"
"HUB","","","","","","","","","","","2020-08-25 16:48:10.320695+10"
"IRI","0","0","1","0","0","$4.25","$4.25","$4.25","$4.25","$4.26","2020-08-25 16:48:11.33752+10"
"ITG","1","0","0","0","0","$0.49","$0.49","$0.49","$0.49","$0.30","2020-08-25 16:48:11.713682+10"
"JBH","1","0","8","0","5","$53.80","$45.50","$38.00","$45.59","$52.40","2020-08-25 16:48:13.212744+10"
"JHC","0","0","0","0","0"," "," "," "," ","$0.49","2020-08-25 16:48:14.768322+10"
"IAP","","","","","","","","","","","2020-08-25 16:48:16.72716+10"
"JMS","4","0","0","0","0","$0.53","$0.44","$0.35","$0.44","$0.28","2020-08-25 16:48:18.141347+10"
"KAR","4","0","0","0","0","$1.56","$1.38","$1.14","$1.36","$0.83","2020-08-25 16:48:19.671384+10"
"IFM","","","","","","","","","","","2020-08-25 16:48:20.62965+10"
"KGN","2","0","2","0","1","$24.00","$21.75","$19.68","$21.80","$21.19","2020-08-25 16:48:21.047673+10"
"IGL","","","","","","","","","","","2020-08-25 16:48:21.580031+10"
"LLC","5","1","3","0","0","$16.32","$13.63","$12.00","$13.87","$11.31","2020-08-25 16:48:22.537424+10"
"LNK","5","0","1","1","1","$5.90","$4.63","$3.50","$4.65","$4.27","2020-08-25 16:48:22.985536+10"
"LYC","5","1","0","0","0","$3.99","$2.96","$2.61","$3.15","$2.49","2020-08-25 16:48:24.383009+10"
"MAH","3","0","0","0","0","$0.44","$0.36","$0.35","$0.38","$0.28","2020-08-25 16:48:25.865018+10"
"MFG","0","0","0","0","0"," "," "," "," ","$61.84","2020-08-25 16:48:27.356878+10"
"MGR","6","1","4","0","0","$2.86","$2.46","$2.20","$2.49","$2.10","2020-08-25 16:48:28.760016+10"
"MGX","1","0","1","0","0","$1.00","$0.88","$0.75","$0.88","$0.78","2020-08-25 16:48:30.254205+10"
"MIN","1","0","4","1","1","$32.00","$22.46","$20.23","$24.37","$28.80","2020-08-25 16:48:31.68396+10"
"ING","","","","","","","","","","","2020-08-25 16:48:31.717856+10"
"IPH","","","","","","","","","","","2020-08-25 16:48:31.813229+10"
"MLD","0","0","0","0","0"," "," "," "," ","$1.07","2020-08-25 16:48:33.098653+10"
"MND","3","2","9","0","1","$12.63","$10.80","$9.85","$10.87","$10.99","2020-08-25 16:48:33.169904+10"
"MMS","0","0","0","0","0"," "," "," "," ","$9.66","2020-08-25 16:48:33.171982+10"
"ISX","","","","","","","","","","","2020-08-25 16:48:33.647266+10"
"IVC","","","","","","","","","","","2020-08-25 16:48:34.396861+10"
"MPL","2","0","7","0","1","$3.60","$2.80","$2.59","$2.92","$2.86","2020-08-25 16:48:34.713131+10"
"MP1","5","0","5","0","0","$19.00","$16.00","$13.80","$16.29","$16.53","2020-08-25 16:48:34.837665+10"
"MQG","7","0","5","1","0","$150.00","$132.22","$105.00","$128.69","$128.96","2020-08-25 16:48:35.469488+10"
"MSB","6","0","1","0","0","$26.41","$21.00","$7.53","$19.31","$5.24","2020-08-25 16:48:35.929613+10"
"MTS","8","0","1","2","0","$3.60","$3.25","$2.90","$3.23","$2.92","2020-08-25 16:48:36.216006+10"
"MYR","3","1","1","0","0","$0.65","$0.27","$0.20","$0.35","$0.22","2020-08-25 16:48:36.660826+10"
"MYX","2","1","5","0","0","$0.70","$0.38","$0.37","$0.44","$0.36","2020-08-25 16:48:37.736478+10"
"NAB","9","2","1","0","2","$8.61","$7.35","$5.43","$7.21","$18.28","2020-08-25 16:48:38.08226+10"
"NAN","2","0","1","2","0","$7.50","$6.08","$4.50","$6.20","$6.21","2020-08-25 16:48:39.198328+10"
"NCM","4","0","8","2","1","$29.54","$25.59","$20.27","$25.58","$32.25","2020-08-25 16:48:40.689378+10"
"NCZ","3","0","0","0","0","$0.48","$0.45","$0.40","$0.44","$0.20","2020-08-25 16:48:42.098313+10"
"JIN","","","","","","","","","","","2020-08-25 16:48:42.190824+10"
"LIC","","","","","","","","","","","2020-08-25 16:48:42.449647+10"
"NEA","7","0","0","0","0","$3.30","$3.00","$2.75","$3.02","$3.10","2020-08-25 16:48:43.020646+10"
"NGI","2","0","0","0","0","$1.65","$1.62","$1.60","$1.62","$1.79","2020-08-25 16:48:43.917963+10"
"NHC","1","2","2","0","1","$2.50","$1.60","$1.10","$1.68","$1.30","2020-08-25 16:48:44.495192+10"
"NHF","0","0","0","0","0"," "," "," "," ","$4.62","2020-08-25 16:48:45.307315+10"
"LOV","","","","","","","","","","","2020-08-25 16:48:45.386038+10"
"NIC","4","0","1","0","0","$0.77","$0.72","$0.54","$0.69","$0.65","2020-08-25 16:48:45.877369+10"
"NST","4","0","8","1","3","$18.00","$14.35","$11.40","$14.66","$13.71","2020-08-25 16:48:46.857517+10"
"NUF","6","0","4","0","3","$6.74","$4.90","$4.60","$5.18","$4.05","2020-08-25 16:48:47.743552+10"
"MNY","","","","","","","","","","","2020-08-25 16:48:55.845166+10"
"NXT","7","0","4","0","0","$14.15","$12.05","$10.00","$12.14","$11.86","2020-08-25 16:48:58.445498+10"
"OFX","0","0","1","0","0","$1.70","$1.70","$1.70","$1.70","$1.18","2020-08-25 16:49:01.057127+10"
"NCK","","","","","","","","","","","2020-08-25 16:49:01.906406+10"
"MYS","","","","","","","","","","","2020-08-25 16:49:02.323243+10"
"MVF","","","","","","","","","","","2020-08-25 16:49:02.405418+10"
"ORA","2","1","9","0","0","$3.20","$2.60","$2.37","$2.61","$2.30","2020-08-25 16:49:02.742986+10"
"ORE","4","0","6","0","2","$3.24","$2.02","$1.34","$2.14","$2.83","2020-08-25 16:49:04.038857+10"
"ORG","7","2","4","0","0","$7.80","$6.35","$5.30","$6.58","$5.53","2020-08-25 16:49:04.493318+10"
"ORI","3","0","3","1","0","$20.75","$19.00","$16.59","$18.51","$18.29","2020-08-25 16:49:04.806599+10"
"NEC","","","","","","","","","","","2020-08-25 16:49:05.481798+10"
"OSH","10","1","4","0","0","$19.55","$13.95","$9.95","$13.60","$3.02","2020-08-25 16:49:05.569936+10"
"OZL","8","2","5","1","1","$16.65","$14.02","$10.50","$13.72","$14.39","2020-08-25 16:49:05.975169+10"
"PDN","0","0","0","0","0"," "," "," "," ","$0.17","2020-08-25 16:49:06.904291+10"
"PET","0","0","0","0","0"," "," "," "," ","$0.30","2020-08-25 16:49:07.016852+10"
"PGH","2","2","3","0","0","$2.95","$2.70","$2.50","$2.71","$2.45","2020-08-25 16:49:07.49963+10"
"PME","4","0","3","0","0","$30.43","$28.00","$23.05","$27.30","$27.11","2020-08-25 16:49:08.466421+10"
"PLS","1","0","1","0","3","$0.40","$0.30","$0.23","$0.30","$0.35","2020-08-25 16:49:08.750249+10"
"PNV","1","2","2","0","0","$2.90","$2.83","$2.60","$2.79","$2.36","2020-08-25 16:49:10.213955+10"
"NSR","","","","","","","","","","","2020-08-25 16:49:10.282243+10"
"NWH","","","","","","","","","","","2020-08-25 16:49:10.30763+10"
"PPT","3","2","5","0","0","$46.50","$35.50","$31.00","$37.02","$32.00","2020-08-25 16:49:11.600327+10"
"PRN","5","1","1","0","0","$2.00","$1.90","$1.35","$1.81","$1.25","2020-08-25 16:49:11.693812+10"
"PRU","3","0","1","0","2","$1.95","$1.60","$1.25","$1.60","$1.40","2020-08-25 16:49:11.81942+10"
"NWL","","","","","","","","","","","2020-08-25 16:49:12.503873+10"
"QAN","7","0","4","0","1","$4.90","$4.40","$3.00","$4.23","$3.84","2020-08-25 16:49:13.101753+10"
"QBE","9","0","1","0","2","$9.14","$8.61","$5.74","$8.18","$10.74","2020-08-25 16:49:13.281996+10"
"QUB","5","1","4","0","1","$3.50","$3.10","$2.45","$3.10","$2.85","2020-08-25 16:49:13.977477+10"
"REA","3","1","7","1","1","$128.00","$108.00","$90.80","$110.29","$119.02","2020-08-25 16:49:14.736704+10"
"RFF","3","1","0","0","0","$2.42","$2.30","$2.19","$2.30","$2.23","2020-08-25 16:49:16.082409+10"
"RHC","5","0","3","1","2","$78.25","$71.60","$56.00","$69.18","$66.25","2020-08-25 16:49:17.526196+10"
"RIO","5","0","0","1","0","$81.15","$69.00","$63.45","$71.20","$100.90","2020-08-25 16:49:18.961081+10"
"RMS","3","0","1","0","0","$2.45","$2.35","$2.25","$2.35","$1.97","2020-08-25 16:49:21.458265+10"
"RRL","2","0","7","1","4","$6.50","$5.60","$4.50","$5.48","$5.55","2020-08-25 16:49:23.020298+10"
"RSG","7","1","1","0","0","$1.57","$1.20","$1.07","$1.22","$1.11","2020-08-25 16:49:24.385616+10"
"RWC","5","3","2","0","1","$4.00","$3.65","$3.00","$3.65","$3.62","2020-08-25 16:49:25.766492+10"
"S32","14","1","3","0","2","$2.16","$1.86","$1.36","$1.85","$2.18","2020-08-25 16:49:27.344961+10"
"SAR","4","1","6","0","2","$6.75","$6.00","$4.70","$5.87","$5.22","2020-08-25 16:49:28.897044+10"
"OML","","","","","","","","","","","2020-08-25 16:49:29.704072+10"
"SCG","3","0","4","1","1","$3.57","$2.25","$2.00","$2.44","$2.11","2020-08-25 16:49:30.370832+10"
"SBM","5","0","2","0","1","$4.40","$3.83","$3.00","$3.84","$3.35","2020-08-25 16:49:30.372777+10"
"PMV","","","","","","","","","","","2020-08-25 16:49:31.384219+10"
"SCP","1","0","7","0","2","$2.70","$2.30","$1.72","$2.26","$2.12","2020-08-25 16:49:31.734987+10"
"SDA","0","0","1","0","0","$0.78","$0.78","$0.78","$0.78","$0.79","2020-08-25 16:49:31.838163+10"
"PNI","","","","","","","","","","","2020-08-25 16:49:32.207052+10"
"PDL","","","","","","","","","","","2020-08-25 16:49:32.403813+10"
"SEK","4","0","8","1","0","$31.00","$20.18","$17.20","$21.06","$20.45","2020-08-25 16:49:33.252884+10"
"SFR","8","1","5","0","1","$6.80","$5.73","$4.60","$5.73","$4.98","2020-08-25 16:49:33.380515+10"
"SGM","3","2","4","1","1","$10.20","$9.24","$6.00","$8.80","$8.73","2020-08-25 16:49:33.926613+10"
"SGP","5","0","3","1","0","$4.38","$3.56","$3.16","$3.72","$3.86","2020-08-25 16:49:34.6401+10"
"SGR","11","1","1","0","0","$4.65","$3.71","$3.25","$3.76","$3.12","2020-08-25 16:49:34.936802+10"
"SHL","5","0","6","1","2","$40.00","$35.10","$27.99","$34.56","$34.22","2020-08-25 16:49:35.312319+10"
"SHV","2","1","2","0","0","$9.80","$6.60","$6.10","$7.33","$5.58","2020-08-25 16:49:36.560435+10"
"RDC","","","","","","","","","","","2020-08-25 16:49:36.940243+10"
"REG","","","","","","","","","","","2020-08-25 16:49:37.012576+10"
"PTM","","","","","","","","","","","2020-08-25 16:49:38.046291+10"
"SKC","7","0","2","0","1","$3.50","$3.10","$2.40","$3.10","$2.31","2020-08-25 16:49:38.058183+10"
"SKI","2","1","4","0","1","$2.56","$2.15","$2.03","$2.23","$2.23","2020-08-25 16:49:38.322886+10"
"SLR","4","1","0","0","0","$2.70","$2.50","$2.47","$2.55","$2.19","2020-08-25 16:49:39.187542+10"
"SOL","0","0","1","0","0","$20.04","$20.04","$20.04","$20.04","$20.77","2020-08-25 16:49:40.057974+10"
"SPK","1","0","0","0","1","$4.80","$4.40","$4.00","$4.40","$4.54","2020-08-25 16:49:40.802909+10"
"SPL","1","0","0","0","0","$1.75","$1.75","$1.75","$1.75","$1.30","2020-08-25 16:49:41.454622+10"
